loan_id,status,due_date,paid_date,loan_amount,risk_score,gender,age,dependants,device,urban_city,loan_usage
a31b134451,paid,2018-06-01,2018-05-29,2100,0.936,Hombre,36,0,ios,urbano,Otros
a35d32c441,paid,2018-06-01,2018-05-30,2100,0.918,Hombre,18,0,ios,urbano,Personal
a58db9fd65,paid,2018-06-01,2018-05-29,2600,0.936,Hombre,36,3,ios,urbano,Otros
a993fe57bb,paid,2018-06-01,2018-06-01,2000,0.931,Mujer,31,3,ios,urbano,Educacion
aa79c18722,paid,2018-06-01,2018-05-14,1900,0.863,Mujer,44,2,ios,urbano,Inversion
b9cfe8651d,loan,2018-06-01,,2600,0.917,Hombre,18,3,ios,urbano,Educacion
bd503be2bc,paid,2018-06-01,2018-06-01,2300,0.918,Hombre,18,0,ios,urbano,Educacion
bec5c04602,loan,2018-06-01,,2500,0.678,Hombre,30,2,ios,urbano,Otros
bf09451bde,paid,2018-06-05,2018-06-03,2200,0.713,Mujer,18,1,android,rural,Otros
c3121d172a,paid,2018-06-01,2018-05-05,2100,0.933,Mujer,33,0,ios,urbano,Otros
c8b13d3e72,paid,2018-06-01,2018-06-02,2900,0.821,Mujer,21,0,ios,urbano,Personal
ca9013ef3b,paid,2018-06-01,2018-05-12,2100,0.863,Mujer,27,1,ios,rural,Educacion
ce41aff5a3,loan,2018-06-01,,2100,0.666,Hombre,23,2,ios,urbano,Otros
d4ea30e351,paid,2018-06-01,2018-05-24,2000,0.892,Mujer,53,0,ios,urbano,Educacion
dd0c2f0f54,paid,2018-06-02,2018-05-12,2200,0.585,Mujer,53,0,android,urbano,Otros
de282d0f75,paid,2018-06-01,2018-05-21,2400,0.915,Mujer,18,2,ios,urbano,Otros
e138ea0564,paid,2018-06-01,2018-06-01,2300,0.807,Hombre,18,2,ios,urbano,Personal
e79efa5941,paid,2018-06-01,2018-05-21,2500,0.974,Mujer,32,0,ios,urbano,Educacion
e7e8623d89,paid,2018-06-01,2018-05-31,2700,0.833,Mujer,33,0,ios,urbano,Inversion
e8a913008e,paid,2018-06-01,2018-05-30,2700,0.672,Mujer,24,1,ios,rural,Inversion
e9dd1d4553,loan,2018-06-01,,2700,0.683,Mujer,40,1,android,urbano,Inversion
eb0d34daf9,paid,2018-06-01,2018-06-08,2400,0.801,Mujer,18,3,android,urbano,Otros
ebc5edc0c8,loan,2018-06-01,,2400,0.679,Hombre,31,0,android,urbano,Inversion
ecde51aac0,paid,2018-06-02,2018-06-01,1800,0.800,Mujer,18,1,android,urbano,Personal
f0089ae7e6,paid,2018-06-01,2018-05-04,2100,0.961,Mujer,51,0,ios,urbano,Inversion
f0253e4507,paid,2018-06-01,2018-05-24,2500,0.986,Hombre,31,2,ios,urbano,Educacion
f1cd682f25,paid,2018-06-01,2018-06-03,1800,0.830,Mujer,30,0,ios,urbano,Otros
f665653532,paid,2018-06-01,2018-06-01,2500,0.973,Mujer,19,0,ios,urbano,Inversion
f9e1afc39f,paid,2018-06-01,2018-05-26,2300,0.970,Mujer,50,0,ios,urbano,Personal
fe0757f727,paid,2018-06-01,2018-06-01,2400,0.850,Mujer,50,1,ios,urbano,Inversion
ffe2bab117,paid,2018-06-01,2018-06-01,2800,0.855,Mujer,55,1,ios,urbano,Otros
03c74fa0ad,paid,2018-06-02,2018-06-18,2200,0.948,Hombre,48,3,ios,urbano,Educacion
0438eca293,loan,2018-06-01,,2700,0.876,Hombre,25,1,ios,urbano,Inversion
07aaf32c68,paid,2018-06-01,2018-06-02,2500,0.929,Hombre,29,1,ios,urbano,Educacion
08d30dce1d,paid,2018-06-02,2018-06-05,2400,0.717,Hombre,18,3,ios,urbano,Otros
09f1333e93,paid,2018-06-01,2018-06-01,2100,0.875,Mujer,40,0,ios,urbano,Personal
0d010b468c,paid,2018-06-01,2018-06-01,2600,0.928,Hombre,28,0,ios,urbano,Otros
18a6e94d0c,loan,2018-06-01,,2600,0.622,Mujer,22,0,ios,urbano,Otros
21c964b14a,paid,2018-06-01,2018-06-13,2300,0.747,Hombre,47,0,ios,urbano,Otros
2221cddd7b,paid,2018-06-01,2018-06-01,2500,0.863,Mujer,42,0,android,urbano,Personal
2571f535e7,paid,2018-06-02,2018-05-30,2100,0.640,Mujer,40,1,android,rural,Inversion
28be21d4fb,paid,2018-06-01,2018-05-31,2700,0.898,Hombre,29,2,ios,urbano,Educacion
2a789263c6,paid,2018-06-01,2018-05-18,2300,0.791,Mujer,53,0,android,urbano,Otros
2b3d05c332,paid,2018-06-01,2018-05-14,2200,0.982,Mujer,26,3,ios,urbano,Educacion
2bc2e0b83e,paid,2018-06-05,2018-06-06,2300,0.430,Mujer,30,1,android,urbano,Otros
2f303d94af,paid,2018-06-01,2018-05-09,2300,0.949,Hombre,49,1,ios,urbano,Educacion
383ac353ea,paid,2018-06-01,2018-06-01,2800,0.795,Mujer,51,0,ios,urbano,Educacion
3c23c3de67,paid,2018-06-01,2018-05-09,2400,0.715,Mujer,18,1,android,rural,Otros
3eec399b3f,paid,2018-06-01,2018-06-01,1900,0.896,Hombre,34,3,ios,urbano,Inversion
3f8ed60807,paid,2018-06-01,2018-05-14,2500,0.841,Mujer,41,1,ios,urbano,Otros
4c93beaeef,paid,2018-06-01,2018-05-31,2200,0.905,Mujer,18,0,ios,urbano,Otros
508436382c,paid,2018-06-01,2018-05-16,2100,0.915,Mujer,18,2,ios,urbano,Educacion
51f1c8e861,loan,2018-06-02,,2900,0.678,Hombre,50,0,ios,urbano,Otros
54f55f2d03,paid,2018-06-01,2018-05-04,2300,0.970,Mujer,44,0,ios,urbano,Educacion
5ec79a7279,loan,2018-06-03,,1700,0.786,Hombre,42,0,android,urbano,Otros
6264edee1d,loan,2018-06-01,,2400,0.596,Hombre,43,0,ios,rural,Otros
6efc574352,loan,2018-06-01,,1800,0.679,Hombre,50,1,android,urbano,Otros
74923ca12f,paid,2018-06-01,2018-05-30,2100,0.969,Hombre,56,0,ios,urbano,Educacion
851c695613,paid,2018-06-01,2018-06-01,2100,0.786,Hombre,40,0,ios,urbano,Otros
8fdd00026f,paid,2018-06-01,2018-05-09,2000,0.967,Hombre,36,1,ios,urbano,Educacion
923804292b,paid,2018-06-01,2018-05-12,2300,0.917,Hombre,18,0,ios,urbano,Educacion
95f1732685,loan,2018-06-01,,2600,0.767,Hombre,50,3,android,urbano,Otros
9985bf26a2,paid,2018-06-01,2018-05-30,2200,0.991,Mujer,43,0,ios,urbano,Educacion
9af21fb846,paid,2018-06-03,2018-06-14,2400,0.681,Mujer,43,2,ios,urbano,Otros
a4acc3157f,paid,2018-06-01,2018-05-18,1900,0.901,Mujer,18,0,ios,urbano,Otros
aae6b69b02,paid,2018-06-01,2018-05-15,2300,0.964,Mujer,20,0,ios,urbano,Educacion
b0c5edaac2,paid,2018-06-01,2018-05-31,2000,0.638,Hombre,38,2,ios,urbano,Inversion
b67bede9e0,paid,2018-06-03,2018-06-04,1600,0.674,Mujer,43,0,android,rural,Inversion
b714ea57c9,loan,2018-06-01,,2100,0.632,Mujer,32,0,android,rural,Inversion
b7fb40521e,loan,2018-06-01,,2800,0.634,Mujer,34,0,ios,rural,Inversion
bb5b33793e,paid,2018-06-01,2018-05-15,2200,0.686,Hombre,21,0,ios,urbano,Otros
be2038bd77,loan,2018-06-01,,2300,0.692,Mujer,47,2,android,urbano,Otros
c3a51e2f9d,loan,2018-06-01,,2900,0.888,Hombre,21,0,android,urbano,Personal
ca99cc0217,paid,2018-06-01,2018-05-07,3000,0.943,Mujer,43,0,ios,urbano,Personal
cd753fba28,paid,2018-06-01,2018-05-15,2800,0.802,Mujer,18,3,android,urbano,Otros
d4bf0d9907,paid,2018-06-01,2018-06-01,2200,0.909,Hombre,18,0,ios,rural,Educacion
d821e15e76,paid,2018-06-01,2018-05-31,2600,0.610,Mujer,18,3,ios,rural,Otros
dd6bfa5b47,paid,2018-06-01,2018-06-01,1800,0.834,Mujer,34,0,ios,urbano,Inversion
e61b9828e0,paid,2018-06-01,2018-05-31,2400,0.730,Mujer,30,1,ios,urbano,Otros
e9f481808b,loan,2018-06-01,,1700,0.891,Mujer,39,3,ios,urbano,Educacion
f21d228699,paid,2018-06-02,2018-06-01,2300,0.876,Hombre,18,0,ios,urbano,Otros
fff1e0f00c,paid,2018-06-01,2018-05-17,2200,0.915,Mujer,18,3,ios,urbano,Inversion
022b70955b,loan,2018-06-01,,2000,0.844,Mujer,44,3,android,urbano,Otros
0393be6138,paid,2018-06-02,2018-05-31,2500,0.689,Hombre,47,0,ios,urbano,Otros
07a3c25af9,paid,2018-06-02,2018-05-31,2400,0.845,Mujer,45,0,ios,urbano,Inversion
08d62ab057,paid,2018-06-01,2018-06-01,2500,0.685,Mujer,49,1,ios,urbano,Educacion
0e44143dbd,paid,2018-06-01,2018-06-01,2700,0.657,Hombre,42,2,android,rural,Otros
0f7de82147,loan,2018-06-01,,2700,0.922,Mujer,22,0,ios,urbano,Personal
118463f6fa,paid,2018-06-01,2018-06-01,2500,0.916,Hombre,18,1,ios,urbano,Inversion
127886c728,paid,2018-06-01,2018-05-03,2100,0.983,Mujer,41,1,ios,urbano,Personal
132c2e9d35,paid,2018-06-01,2018-06-04,2200,0.712,Mujer,18,0,ios,rural,Inversion
18776c35d3,paid,2018-06-01,2018-06-01,2700,0.799,Hombre,31,0,ios,urbano,Educacion
21f1f889d3,paid,2018-06-01,2018-05-30,2500,0.958,Hombre,53,0,ios,urbano,Educacion
299aa64039,paid,2018-06-01,2018-05-31,1500,0.951,Mujer,51,1,ios,urbano,Inversion
2bbc9e3e5d,paid,2018-06-02,2018-05-28,2000,0.727,Hombre,27,2,ios,urbano,Otros
2d41533d5f,paid,2018-06-01,2018-05-17,2000,0.859,Hombre,56,0,ios,urbano,Otros
2f22b25838,paid,2018-06-01,2018-07-02,2600,0.566,Hombre,35,0,android,rural,Otros
2f290108de,paid,2018-06-01,2018-06-01,1900,0.898,Hombre,42,3,ios,urbano,Otros
30a99c5b78,loan,2018-06-01,,2600,0.705,Mujer,18,0,ios,rural,Otros
35d32ade7d,loan,2018-06-01,,2300,0.712,Mujer,18,1,android,urbano,Inversion
3d782af27b,paid,2018-06-01,2018-06-14,2500,0.689,Hombre,32,0,android,urbano,Otros
40fe7db0c8,paid,2018-06-01,2018-05-31,2800,0.799,Hombre,40,3,ios,urbano,Otros
47d1b0841c,paid,2018-06-01,2018-06-01,2000,0.974,Mujer,22,0,ios,urbano,Educacion
49a5d2578d,paid,2018-06-01,2018-05-30,2200,0.962,Mujer,18,0,ios,urbano,Personal
4e4264336c,paid,2018-06-02,2018-06-01,2000,0.268,Hombre,53,0,ios,urbano,Otros
4f76d10ab7,paid,2018-06-01,2018-05-18,2300,0.946,Hombre,46,0,ios,rural,Personal
4f88511e85,paid,2018-06-01,2018-05-30,2600,0.956,Hombre,56,0,ios,urbano,Educacion
55fb28bd3d,loan,2018-06-01,,2500,0.883,Mujer,18,0,ios,urbano,Inversion
568481e5fe,paid,2018-06-01,2018-06-01,2300,0.693,Mujer,49,2,ios,urbano,Otros
582af1732d,paid,2018-06-01,2018-05-27,2300,0.826,Hombre,26,0,ios,urbano,Otros
64b51c4488,loan,2018-06-01,,2300,0.678,Hombre,50,0,ios,urbano,Otros
65671dbccd,paid,2018-06-01,2018-05-31,2600,0.869,Hombre,52,0,ios,urbano,Otros
69c04c24c5,loan,2018-06-04,,1300,0.770,Mujer,43,2,ios,urbano,Personal
6b02c3a929,loan,2018-06-01,,2600,0.693,Mujer,38,2,ios,rural,Inversion
6b3d720b25,paid,2018-06-01,2018-05-31,2000,0.677,Hombre,54,1,ios,rural,Otros
6e03db0057,paid,2018-06-01,2018-05-30,2000,0.885,Mujer,35,0,ios,rural,Inversion
74ea8a8d83,loan,2018-06-02,,2900,0.354,Mujer,54,0,android,urbano,Otros
762e83f7dc,paid,2018-06-01,2018-06-02,2200,0.649,Hombre,49,3,ios,rural,Otros
77322f21ca,paid,2018-06-01,2018-05-30,2200,0.558,Hombre,37,0,ios,urbano,Otros
77571c47b7,loan,2018-06-01,,2200,0.527,Hombre,27,0,android,urbano,Otros
78e2bef3d9,paid,2018-06-01,2018-06-03,2400,0.784,Mujer,29,0,ios,urbano,Educacion
7a01d0132f,paid,2018-06-01,2018-06-02,2300,0.752,Mujer,52,1,ios,urbano,Otros
7a8a9be764,paid,2018-06-01,2018-05-23,2400,0.802,Mujer,18,0,ios,urbano,Inversion
7d8c4bd735,paid,2018-06-05,2018-06-05,2300,0.764,Mujer,55,0,ios,urbano,Personal
8210bd3db8,loan,2018-06-02,,2400,0.683,Mujer,40,1,ios,urbano,Inversion
865aff8958,paid,2018-06-04,2018-06-03,2900,0.717,Hombre,18,3,android,urbano,Otros
8936bc6e61,paid,2018-06-01,2018-05-15,3000,0.975,Mujer,47,1,ios,urbano,Educacion
8aa5d0657e,paid,2018-06-01,2018-06-02,1900,0.827,Hombre,27,0,ios,urbano,Educacion
8b93f06544,paid,2018-06-02,2018-05-31,1500,0.636,Hombre,36,0,ios,urbano,Inversion
8c8ea3faba,paid,2018-06-03,2018-06-02,2400,0.548,Hombre,48,0,android,rural,Otros
96d4baf4d4,loan,2018-06-01,,2100,0.951,Mujer,51,1,ios,urbano,Personal
9aa01f4c97,paid,2018-06-01,2018-06-01,2200,0.844,Mujer,44,3,ios,urbano,Personal
a35457c337,loan,2018-06-02,,2400,0.890,Mujer,19,2,ios,urbano,Inversion
a37580d8e4,loan,2018-06-02,,2500,0.673,Mujer,26,2,ios,rural,Otros
a76e62c455,paid,2018-06-01,2018-06-01,2500,0.749,Hombre,49,1,ios,urbano,Otros
a87ab78206,paid,2018-06-01,2018-05-31,2300,0.930,Mujer,30,0,ios,urbano,Personal
b18444c4eb,paid,2018-06-01,2018-05-30,2100,0.810,Mujer,18,0,ios,urbano,Personal
ba7fa4a1b6,loan,2018-06-02,,1700,0.827,Hombre,27,0,ios,urbano,Educacion
bc87c24d3c,paid,2018-06-01,2018-06-01,2000,0.882,Mujer,38,2,ios,urbano,Otros
bd1b65fa8a,paid,2018-06-01,2018-06-01,2700,0.856,Hombre,56,1,ios,urbano,Educacion
becd21b307,loan,2018-06-01,,2500,0.734,Mujer,34,0,ios,rural,Otros
c095714fee,loan,2018-06-01,,2800,0.723,Mujer,23,0,ios,urbano,Otros
c2adbd4e87,paid,2018-06-02,2018-06-01,2300,0.941,Mujer,41,0,ios,urbano,Otros
d020d38395,loan,2018-06-02,,2200,0.704,Mujer,18,0,android,urbano,Otros
d2d21893c4,paid,2018-06-01,2018-06-01,1900,0.958,Hombre,20,0,ios,urbano,Inversion
d43ea8c62a,paid,2018-06-01,2018-05-29,2800,0.925,Mujer,25,1,android,urbano,Personal
d93679ea27,paid,2018-06-02,2018-06-02,2100,0.867,Hombre,29,0,ios,urbano,Personal
d9e9af54a7,paid,2018-06-01,2018-06-01,2200,0.840,Mujer,40,0,ios,urbano,Otros
da6d46284b,loan,2018-06-01,,2400,0.761,Mujer,27,2,ios,urbano,Otros
de1ae31be8,paid,2018-06-02,2018-05-31,2800,0.880,Mujer,34,3,ios,urbano,Educacion
e267fda810,paid,2018-06-01,2018-06-01,2700,0.709,Hombre,18,2,android,urbano,Educacion
e8c43d7aa1,paid,2018-06-01,2018-06-17,2100,0.850,Mujer,50,0,ios,urbano,Inversion
ea2334cdd2,loan,2018-06-02,,2600,0.707,Hombre,18,0,ios,urbano,Otros
ec50c58978,paid,2018-06-01,2018-05-31,2600,0.777,Hombre,48,0,ios,urbano,Inversion
f3510e9406,paid,2018-06-01,2018-05-07,2400,0.940,Mujer,40,3,ios,urbano,Educacion
f464267477,paid,2018-06-02,2018-07-13,2400,0.709,Hombre,18,0,ios,rural,Otros
f9ee9b2886,loan,2018-06-02,,1900,0.786,Hombre,37,1,ios,urbano,Inversion
fd2b5a96a7,loan,2018-06-01,,1800,0.930,Mujer,30,0,ios,urbano,Educacion
00fe52e5a4,paid,2018-06-02,2018-05-31,1700,0.622,Mujer,22,0,ios,rural,Otros
0611aefc3d,paid,2018-06-01,2018-06-01,2300,0.922,Mujer,22,1,ios,urbano,Educacion
084e4e5890,paid,2018-06-02,2018-06-23,2600,0.755,Mujer,55,0,ios,urbano,Personal
0b3de962fe,paid,2018-06-01,2018-06-01,2200,0.966,Hombre,49,0,ios,urbano,Educacion
0ceaca729e,loan,2018-06-03,,1800,0.708,Hombre,18,0,ios,rural,Otros
1cb86e9799,paid,2018-06-01,2018-05-30,2900,0.913,Mujer,18,3,ios,urbano,Inversion
20054e8170,paid,2018-06-01,2018-05-15,2200,0.974,Mujer,25,1,ios,urbano,Educacion
235813e1e9,paid,2018-06-02,2018-05-25,2500,0.970,Mujer,23,2,ios,urbano,Personal
2d1ad4ffd2,paid,2018-06-01,2018-05-18,2000,0.971,Mujer,51,0,ios,urbano,Educacion
2f69cfaece,paid,2018-06-02,2018-06-02,2200,0.757,Hombre,33,0,android,urbano,Personal
371ff8f140,paid,2018-06-01,2018-06-01,2000,0.808,Hombre,18,1,ios,urbano,Otros
3752b24f5e,paid,2018-06-01,2018-05-31,2600,0.853,Mujer,53,2,ios,urbano,Inversion
37aa79d23c,paid,2018-06-02,2018-07-01,2400,0.633,Mujer,33,3,ios,urbano,Personal
4366f5704c,paid,2018-06-03,2018-06-02,2300,0.103,Mujer,18,1,android,rural,Otros
466b2d0eba,loan,2018-06-01,,2200,0.616,Hombre,18,1,android,urbano,Otros
4b44906ee1,paid,2018-06-02,2018-05-22,2700,0.782,Mujer,35,0,ios,urbano,Otros
54b6626a69,paid,2018-06-04,2018-06-02,2900,0.675,Mujer,26,0,android,rural,Otros
658a793929,paid,2018-06-02,2018-06-01,2200,0.782,Mujer,35,0,ios,urbano,Inversion
699511212a,paid,2018-06-01,2018-06-04,2300,0.828,Hombre,28,0,ios,urbano,Educacion
7b4a92fb2c,paid,2018-06-01,2018-06-02,1800,0.952,Mujer,52,2,android,urbano,Inversion
7fd66cbcd8,paid,2018-06-01,2018-05-18,2600,0.428,Hombre,28,3,android,urbano,Otros
9463f5ceff,paid,2018-06-01,2018-06-01,2200,0.741,Mujer,41,1,android,urbano,Otros
96b521a814,paid,2018-06-01,2018-06-01,2200,0.784,Mujer,45,0,ios,urbano,Inversion
9caa00d9b2,paid,2018-06-01,2018-06-07,2600,0.676,Hombre,23,0,android,rural,Otros
a452538c41,paid,2018-06-01,2018-06-01,2100,0.810,Mujer,18,0,ios,urbano,Inversion
aa48dd3d00,loan,2018-06-01,,2800,0.834,Mujer,34,0,ios,urbano,Otros
adaefd7e01,paid,2018-06-01,2018-06-01,2100,0.932,Mujer,32,1,ios,urbano,Personal
b9e27321aa,loan,2018-06-02,,2500,0.775,Mujer,55,3,ios,rural,Inversion
bb2b2b7d9e,paid,2018-06-01,2018-05-29,1900,0.875,Mujer,26,1,ios,urbano,Inversion
c26474cce0,paid,2018-06-02,2018-05-25,2200,0.856,Hombre,56,1,ios,urbano,Educacion
c8efd00ad0,paid,2018-06-01,2018-05-10,2000,0.915,Mujer,18,1,ios,urbano,Educacion
c9a78d3868,paid,2018-06-01,2018-06-01,2100,0.787,Hombre,33,2,ios,urbano,Personal
caf9d6121c,paid,2018-06-01,2018-05-22,2000,0.743,Mujer,43,3,android,urbano,Inversion
cd94c9e603,paid,2018-06-01,2018-05-15,2400,0.958,Hombre,44,2,ios,urbano,Personal
d2ae39cddb,paid,2018-06-01,2018-05-28,2400,0.942,Mujer,42,0,ios,urbano,Educacion
d4c78add41,paid,2018-06-01,2018-05-30,2500,0.972,Mujer,21,3,ios,urbano,Inversion
d629bcc45a,paid,2018-06-01,2018-05-31,2100,0.856,Hombre,56,0,ios,urbano,Personal
d69333416c,paid,2018-06-02,2018-06-01,2700,0.988,Hombre,49,0,ios,urbano,Inversion
de31ea3e98,paid,2018-06-01,2018-05-04,2600,0.947,Hombre,47,0,ios,urbano,Personal
e42048dfe7,paid,2018-06-01,2018-05-09,2300,0.918,Hombre,18,2,ios,urbano,Educacion
e473a6138b,loan,2018-06-01,,2000,0.892,Mujer,34,0,ios,urbano,Personal
e67909d477,loan,2018-06-01,,2200,0.667,Hombre,49,0,ios,urbano,Otros
e72e9d064c,paid,2018-06-02,2018-06-02,2000,0.910,Mujer,18,0,ios,urbano,Educacion
ebe3d81d74,loan,2018-06-02,,2300,0.669,Hombre,32,3,ios,urbano,Inversion
ed2ed09a1e,paid,2018-06-01,2018-05-17,3100,0.923,Mujer,23,0,ios,urbano,Inversion
ed4554bdaa,paid,2018-06-02,2018-05-04,2400,0.934,Mujer,34,0,ios,urbano,Educacion
f0756b6255,paid,2018-06-01,2018-05-30,2500,0.899,Hombre,26,0,ios,urbano,Inversion
f27c8345d5,paid,2018-06-02,2018-05-30,2600,0.695,Mujer,56,0,android,rural,Inversion
f7da7eeb1b,paid,2018-06-01,2018-05-26,2200,0.837,Hombre,37,0,ios,rural,Inversion
f814f368a7,paid,2018-06-02,2018-06-01,2800,0.941,Mujer,41,0,ios,urbano,Educacion
faa7e089f0,loan,2018-06-01,,2400,0.719,Hombre,19,1,android,urbano,Otros
02b36faf68,paid,2018-06-01,2018-05-31,2400,0.931,Mujer,31,1,ios,urbano,Inversion
03d6aedb4a,paid,2018-06-01,2018-06-06,1900,0.685,Mujer,39,3,android,urbano,Otros
070f1f5c21,paid,2018-06-01,2018-05-21,2100,0.942,Mujer,42,1,ios,urbano,Personal
1e41f8b0fe,paid,2018-06-02,2018-06-03,2400,0.879,Hombre,19,0,ios,rural,Otros
21a4bc18e3,paid,2018-06-01,2018-05-31,2700,0.799,Hombre,25,2,ios,urbano,Personal
229a645363,paid,2018-06-01,2018-05-31,2600,0.865,Mujer,23,0,ios,urbano,Personal
2388f399e2,paid,2018-06-01,2018-06-04,1900,0.934,Mujer,34,2,ios,urbano,Educacion
25b10497da,paid,2018-06-03,2018-06-02,1800,0.700,Mujer,18,0,android,urbano,Otros
27adcaae61,loan,2018-06-03,,2500,0.710,Mujer,18,2,android,urbano,Otros
28a04e01eb,paid,2018-06-02,2018-05-29,2100,0.661,Mujer,50,1,ios,urbano,Inversion
33fca91870,loan,2018-06-03,,2400,0.800,Mujer,18,3,ios,urbano,Otros
3693028925,paid,2018-06-01,2018-05-30,3000,0.777,Hombre,39,3,ios,rural,Inversion
390b40f225,paid,2018-06-01,2018-05-14,2500,0.988,Hombre,40,1,ios,urbano,Otros
3fca2e5c1e,loan,2018-06-02,,2200,0.853,Mujer,53,1,android,urbano,Inversion
48f17feb32,loan,2018-06-02,,2800,0.664,Mujer,41,1,android,rural,Otros
57470bc1eb,loan,2018-06-01,,2400,0.654,Mujer,54,0,ios,urbano,Otros
595c7455a5,paid,2018-06-01,2018-05-30,2200,0.876,Hombre,55,0,ios,urbano,Personal
5b0d957b12,paid,2018-06-01,2018-06-01,2000,0.917,Hombre,18,3,ios,urbano,Educacion
5e40f3c6c0,paid,2018-06-01,2018-06-01,2400,0.640,Mujer,40,1,ios,rural,Inversion
76edaaaaf4,paid,2018-06-01,2018-05-29,2500,0.891,Mujer,23,0,ios,rural,Educacion
7af293e2af,loan,2018-06-02,,2000,0.809,Hombre,18,1,ios,urbano,Personal
7cc49a6f66,paid,2018-06-01,2018-05-07,2200,0.911,Mujer,18,0,ios,urbano,Personal
80b0d691ca,paid,2018-06-01,2018-05-30,2600,0.922,Mujer,22,0,ios,urbano,Inversion
a46377d114,paid,2018-06-01,2018-05-31,2400,0.656,Hombre,56,2,android,urbano,Inversion
a65337a6e1,paid,2018-06-01,2018-05-28,2100,0.916,Hombre,18,2,ios,rural,Otros
ac2c07c964,paid,2018-06-05,2018-06-28,2200,0.961,Mujer,22,0,android,urbano,Inversion
b2d1553385,paid,2018-06-03,2018-06-05,1500,0.720,Mujer,20,1,android,rural,Otros
c0b9b2585d,paid,2018-06-01,2018-05-15,2600,0.903,Mujer,18,0,ios,urbano,Otros
e30feebea3,paid,2018-06-01,2018-05-15,2200,0.980,Mujer,37,0,ios,urbano,Educacion
e3655e302b,paid,2018-06-02,2018-05-15,2500,0.983,Mujer,46,2,ios,urbano,Inversion
f6c389b650,loan,2018-06-02,,2200,0.665,Mujer,36,1,ios,urbano,Otros
fb640cf2cf,paid,2018-06-03,2018-06-11,1800,0.649,Hombre,49,1,ios,urbano,Otros
0c2169b0c0,paid,2018-06-02,2018-05-11,2300,0.872,Mujer,20,3,ios,urbano,Personal
16cd0df961,paid,2018-06-01,2018-06-14,2000,0.980,Mujer,37,0,ios,urbano,Educacion
1c369cddd2,loan,2018-06-02,,2400,0.660,Mujer,54,3,android,urbano,Otros
247462f81a,paid,2018-06-01,2018-05-26,1900,0.942,Mujer,42,0,ios,urbano,Inversion
2da85db8a9,paid,2018-06-03,2018-06-04,2200,0.694,Mujer,41,1,ios,rural,Otros
2f640af184,paid,2018-06-01,2018-05-31,2800,0.812,Mujer,18,1,ios,rural,Inversion
2fe4b6c504,loan,2018-06-02,,1900,0.799,Hombre,21,0,ios,urbano,Inversion
333bbaba7d,paid,2018-06-01,2018-05-31,2400,0.874,Mujer,22,0,ios,urbano,Inversion
3a60b4573b,paid,2018-06-02,2018-06-02,2500,0.846,Hombre,46,3,ios,rural,Otros
42deca56a2,loan,2018-06-02,,2100,0.645,Mujer,45,1,android,urbano,Otros
51a6f868df,loan,2018-06-01,,2600,0.785,Mujer,38,2,ios,urbano,Otros
74d8857b80,paid,2018-06-01,2018-05-22,2000,0.923,Mujer,23,0,ios,rural,Educacion
81480c1762,paid,2018-06-01,2018-05-10,2500,0.870,Mujer,55,0,ios,urbano,Inversion
8a47563366,paid,2018-06-02,2018-06-04,2500,0.956,Hombre,56,2,ios,urbano,Inversion
90c38b7e7b,paid,2018-06-03,2018-05-28,2500,0.962,Mujer,24,1,ios,urbano,Educacion
92e8680389,loan,2018-06-02,,2200,0.963,Mujer,49,0,ios,urbano,Personal
97bb33c5a7,paid,2018-06-02,2018-05-30,1200,0.863,Mujer,19,0,ios,urbano,Otros
b582ebd79c,paid,2018-06-01,2018-05-29,1900,0.969,Hombre,43,2,ios,urbano,Educacion
bbcfff65ce,paid,2018-06-01,2018-06-04,2300,0.920,Mujer,20,1,ios,urbano,Inversion
d9fce21736,loan,2018-06-03,,2700,0.758,Hombre,35,0,android,rural,Inversion
eaabf3cc31,paid,2018-06-02,2018-06-02,2700,0.767,Hombre,52,1,ios,urbano,Personal
ef2e52ce31,paid,2018-06-02,2018-06-04,2700,0.937,Hombre,37,0,ios,urbano,Educacion
0a8db1e8f3,loan,2018-06-03,,2200,0.648,Hombre,48,0,ios,urbano,Otros
215683282a,paid,2018-06-01,2018-05-26,1900,0.869,Hombre,40,0,ios,urbano,Otros
33aa182dc3,paid,2018-06-01,2018-05-30,2500,0.895,Mujer,34,2,ios,urbano,Educacion
3a48aac1cb,paid,2018-06-02,2018-06-02,2600,0.666,Hombre,55,0,android,urbano,Otros
42f34ca7d6,paid,2018-06-01,2018-05-11,2000,0.953,Mujer,53,1,ios,urbano,Educacion
5f7cb16eb1,paid,2018-06-01,2018-05-30,2200,0.984,Mujer,22,0,android,urbano,Educacion
97fbd06d93,paid,2018-06-01,2018-06-02,2500,0.977,Hombre,24,3,ios,urbano,Educacion
9f97fd4a74,paid,2018-06-02,2018-05-24,2500,0.736,Hombre,36,2,android,urbano,Otros
a29a5cddae,paid,2018-06-01,2018-05-27,2100,0.916,Hombre,18,0,ios,urbano,Inversion
d76a9df656,paid,2018-06-03,2018-06-04,2300,0.708,Hombre,18,0,android,urbano,Otros
d90c04c19d,paid,2018-06-05,2018-06-03,1500,0.681,Mujer,22,1,android,urbano,Otros
f61161d9de,paid,2018-06-01,2018-06-01,2400,0.839,Hombre,39,1,ios,urbano,Inversion
0c5389a1c3,paid,2018-06-02,2018-05-20,1900,0.915,Mujer,18,1,ios,rural,Otros
